Attributes,Adj Close,Adj Close,Adj Close,Adj Close,Close,Close,Close,Close,High,High,High,High,Low,Low,Low,Low,Open,Open,Open,Open,Volume,Volume,Volume,Volume
Symbols,MSFT,GE,AAPL,ULTRACEMCO.NS,MSFT,GE,AAPL,ULTRACEMCO.NS,MSFT,GE,AAPL,ULTRACEMCO.NS,MSFT,GE,AAPL,ULTRACEMCO.NS,MSFT,GE,AAPL,ULTRACEMCO.NS,MSFT,GE,AAPL,ULTRACEMCO.NS
Date,,,,,,,,,,,,,,,,,,,,,,,,
2018-01-11,84.23126220703125,17.61101531982422,42.105709075927734,4369.22705078125,88.08000183105469,18.288461685180664,43.81999969482422,4406.10009765625,88.12999725341797,18.64423179626465,43.872501373291016,4435.0,87.23999786376953,18.26923179626465,43.622501373291016,4381.60009765625,88.12999725341797,18.490385055541992,43.647499084472656,4419.85009765625,17808900.0,103714624.0,74670800.0,111608.0
2018-01-12,85.6848373413086,17.370275497436523,42.54050064086914,4368.63232421875,89.5999984741211,18.038461685180664,44.272499084472656,4405.5,89.77999877929688,18.413461685180664,44.34000015258789,4436.2001953125,88.44999694824219,17.98076820373535,43.912498474121094,4351.60009765625,88.66999816894531,18.384614944458008,44.04499816894531,4412.7998046875,24271500.0,90559768.0,101672400.0,77493.0
2018-01-15,,,,4482.32275390625,,,,4520.14990234375,,,,4565.85009765625,,,,4403.39990234375,,,,4417.7998046875,,,,318055.0
2018-01-16,84.48945617675781,16.861019134521484,42.324310302734375,4507.06396484375,88.3499984741211,17.509614944458008,44.04750061035156,4545.10009765625,90.79000091552734,17.798076629638672,44.84749984741211,4591.0,88.01000213623047,17.26923179626465,44.03499984741211,4511.0,90.0999984741211,17.615385055541992,44.474998474121094,4528.0,36599700.0,213883280.0,118263600.0,315736.0
2018-01-17,86.20124053955078,16.064727783203125,43.02334976196289,4506.220703125,90.13999938964844,16.68269157409668,44.775001525878906,4544.25,90.27999877929688,17.01923179626465,44.8125,4599.89990234375,88.75,16.596153259277344,43.76750183105469,4498.9501953125,89.08000183105469,16.971153259277344,44.037498474121094,4542.0,25621200.0,195038688.0,137547200.0,325182.0
2018-01-18,86.16300201416016,15.527694702148438,43.06178665161133,4371.75537109375,90.0999984741211,16.125,44.814998626708984,4408.64990234375,90.66999816894531,16.80769157409668,45.025001525878906,4557.75,89.66000366210938,16.115385055541992,44.5625,4370.0,89.80000305175781,16.73076820373535,44.842498779296875,4554.5,24159700.0,179153936.0,124773600.0,626579.0
2018-01-19,86.06736755371094,15.055474281311035,42.86960983276367,4264.01513671875,90.0,15.634614944458008,44.6150016784668,4300.0,90.61000061035156,16.086538314819336,44.89500045776367,4382.39990234375,89.66000366210938,15.40384578704834,44.352500915527344,4271.0,90.13999938964844,16.009614944458008,44.65250015258789,4368.0,36875000.0,223545088.0,129700400.0,311100.0
2018-01-22,87.60701751708984,14.97214126586914,42.51889419555664,4293.76416015625,91.61000061035156,15.548076629638672,44.25,4330.0,91.62000274658203,15.701923370361328,44.44499969482422,4344.25,89.73999786376953,15.19230842590332,44.150001525878906,4260.5498046875,90.0,15.288461685180664,44.32500076293945,4325.0,23601600.0,139580792.0,108434400.0,179728.0
2018-01-23,87.88435363769531,15.638806343078613,42.52849578857422,4338.08984375,91.9000015258789,16.240385055541992,44.2599983215332,4374.7001953125,92.30000305175781,16.375,44.86000061035156,4407.0498046875,91.54000091552734,15.644230842590332,44.20500183105469,4301.0,91.9000015258789,15.673076629638672,44.32500076293945,4344.7001953125,23412800.0,128165960.0,130756400.0,250337.0
2018-01-24,87.8078384399414,15.222140312194824,41.85107421875,4247.1572265625,91.81999969482422,15.80769157409668,43.55500030517578,4283.0,93.43000030517578,16.69230842590332,44.32500076293945,4368.9501953125,91.58000183105469,15.625,43.29999923706055,4275.10009765625,92.55000305175781,16.346153259277344,44.3125,4364.7998046875,33277500.0,173698408.0,204420400.0,244058.0
2018-01-25,88.29557037353516,14.981400489807129,41.1039924621582,4323.46337890625,92.33000183105469,15.55769157409668,42.77750015258789,4359.9501953125,93.23999786376953,15.980769157409668,43.73749923706055,4390.9501953125,91.93000030517578,15.509614944458008,42.63249969482422,4282.0,92.47000122070312,15.865385055541992,43.627498626708984,4285.0,26383200.0,98859384.0,166116000.0,279951.0
2018-01-26,89.94995880126953,14.935104370117188,41.20008087158203,,94.05999755859375,15.509614944458008,42.877498626708984,,94.05999755859375,15.538461685180664,43.0,,92.58000183105469,15.31730842590332,42.51499938964844,,93.12000274658203,15.509614944458008,43.0,,29172200.0,94524144.0,156572000.0,
2018-01-29,89.81607818603516,15.073992729187012,40.34729766845703,4353.95654296875,93.91999816894531,15.65384578704834,41.9900016784668,4390.7001953125,95.44999694824219,15.798076629638672,42.540000915527344,4413.10009765625,93.72000122070312,15.355769157409668,41.76750183105469,4331.2998046875,95.13999938964844,15.40384578704834,42.540000915527344,4370.0,31569900.0,77099880.0,202561600.0,263874.0
2018-01-30,88.6876449584961,14.768439292907715,40.10948181152344,4326.68603515625,92.73999786376953,15.336538314819336,41.74250030517578,4363.2001953125,93.66000366210938,15.644230842590332,41.842498779296875,4384.5498046875,92.0999984741211,15.336538314819336,41.17499923706055,4306.0,93.30000305175781,15.480769157409668,41.38249969482422,4383.89990234375,38635100.0,70984368.0,184192800.0,201842.0
2018-01-31,90.85844421386719,14.97214126586914,40.21998977661133,4345.3291015625,95.01000213623047,15.548076629638672,41.85749816894531,4382.0,95.4000015258789,15.644230842590332,42.11000061035156,4405.89990234375,93.51000213623047,15.375,41.625,4330.0,93.75,15.44230842590332,41.717498779296875,4363.2001953125,48756300.0,79839968.0,129915600.0,189153.0
2018-02-01,90.14122772216797,14.833253860473633,40.3040657043457,4354.7001953125,94.26000213623047,15.40384578704834,41.94499969482422,4391.4501953125,96.06999969482422,15.490385055541992,42.154998779296875,4425.0,93.58000183105469,15.30769157409668,41.689998626708984,4347.64990234375,94.79000091552734,15.44230842590332,41.79249954223633,4382.0,47227900.0,54936960.0,188923200.0,268309.0
2018-02-02,87.76957702636719,14.481403350830078,38.55526351928711,4144.47412109375,91.77999877929688,15.038461685180664,40.125,4179.4501953125,93.97000122070312,15.31730842590332,41.70000076293945,4368.0,91.5,15.0,40.025001525878906,4129.0,93.63999938964844,15.27884578704834,41.5,4368.0,47867800.0,85586592.0,346375200.0,240012.0
2018-02-05,84.15476989746094,13.805479049682617,37.59197998046875,4111.7001953125,88.0,14.336538314819336,39.122501373291016,4146.39990234375,93.23999786376953,15.02884578704834,40.970001220703125,4179.7998046875,88.0,14.336538314819336,39.0,4052.050048828125,90.55999755859375,14.884614944458008,39.775001525878906,4122.85009765625,51031500.0,128171264.0,290954000.0,178020.0
2018-02-06,87.33924102783203,14.138813018798828,39.16301727294922,4058.400146484375,91.33000183105469,14.68269157409668,40.75749969482422,4092.64990234375,91.4800033569336,14.75,40.93000030517578,4114.75,85.25,14.144230842590332,38.5,3948.60009765625,86.88999938964844,14.25,38.70750045776367,3980.0,67998600.0,131892696.0,272975200.0,298939.0
2018-02-07,85.69440460205078,14.120296478271484,38.324649810791016,4047.39306640625,89.61000061035156,14.663461685180664,39.8849983215332,4081.550048828125,91.7699966430664,14.923076629638672,40.849998474121094,4167.85009765625,89.19999694824219,14.663461685180664,39.76750183105469,4051.0,90.48999786376953,14.72115421295166,40.772499084472656,4157.89990234375,41107600.0,79047488.0,206434400.0,262748.0
2018-02-08,81.29541778564453,13.379557609558105,37.270084381103516,4132.1279296875,85.01000213623047,13.894230842590332,38.787498474121094,4167.0,89.87999725341797,14.625,40.25,4181.89990234375,84.76000213623047,13.894230842590332,38.75749969482422,4051.949951171875,89.70999908447266,14.605769157409668,40.0724983215332,4085.0,55628700.0,144181544.0,217562000.0,188256.0
2018-02-09,84.32688903808594,13.833258628845215,37.7259521484375,4118.54248046875,88.18000030517578,14.365385055541992,39.102500915527344,4153.2998046875,88.93000030517578,14.451923370361328,39.47249984741211,4167.89990234375,83.83000183105469,13.68269157409668,37.560001373291016,4054.050048828125,86.30000305175781,14.125,39.26750183105469,4060.0,63499100.0,134218032.0,282690400.0,181041.0
2018-02-12,85.23538208007812,13.722146987915039,39.245506286621094,4165.1494140625,89.12999725341797,14.25,40.6775016784668,4200.2998046875,89.77999877929688,14.55769157409668,40.97249984741211,4222.4501953125,87.93000030517578,14.211538314819336,39.377498626708984,4162.5498046875,88.73999786376953,14.480769157409668,39.625,4170.0,35720300.0,78605696.0,243278000.0,218964.0
2018-02-13,85.9048080444336,13.583259582519531,39.63865661621094,,89.83000183105469,14.105769157409668,41.084999084472656,,90.0,14.22115421295166,41.1875,,87.80000305175781,13.97115421295166,40.412498474121094,,88.93000030517578,14.173076629638672,40.48749923706055,,26407700.0,76648312.0,130196800.0,
2018-02-14,87.24991607666016,13.796223640441895,40.36949157714844,4140.55712890625,90.80999755859375,14.326923370361328,41.842498779296875,4175.5,90.98999786376953,14.451923370361328,41.8849983215332,4206.5498046875,88.41000366210938,14.076923370361328,40.720001220703125,4155.0,88.51000213623047,14.125,40.7599983215332,4200.0,34960900.0,89348480.0,162579600.0,152754.0
2018-02-15,89.02738952636719,13.749923706054688,41.72503662109375,4152.80322265625,92.66000366210938,14.27884578704834,43.247501373291016,4187.85009765625,92.72000122070312,14.55769157409668,43.272499084472656,4229.10009765625,90.62000274658203,14.201923370361328,42.25,4160.0498046875,91.20999908447266,14.355769157409668,42.4474983215332,4190.39990234375,27823900.0,57080400.0,204588800.0,122433.0
2018-02-16,88.39326477050781,13.93510913848877,41.589962005615234,4131.4833984375,92.0,14.47115421295166,43.10749816894531,4166.35009765625,93.5,14.644230842590332,43.70500183105469,4259.89990234375,91.80000305175781,14.240385055541992,42.942501068115234,4144.14990234375,92.44999694824219,14.27884578704834,43.09000015258789,4205.0,30596900.0,67313792.0,160704400.0,114025.0
2018-02-19,,,,4082.149658203125,,,,4116.60009765625,,,,4215.0,,,,4077.35009765625,,,,4143.0498046875,,,,131776.0
2018-02-20,89.08503723144531,13.648075103759766,41.450069427490234,4105.94873046875,92.72000122070312,14.173076629638672,42.962501525878906,4140.60009765625,93.05999755859375,14.394230842590332,43.564998626708984,4185.0,91.01000213623047,14.05769157409668,42.85499954223633,4084.300048828125,91.4800033569336,14.34615421295166,43.01250076293945,4100.0,30911700.0,64132328.0,135722000.0,123931.0
2018-02-21,87.90324401855469,13.416593551635742,41.26193618774414,4096.97412109375,91.48999786376953,13.93269157409668,42.76750183105469,4131.5498046875,93.36000061035156,14.163461685180664,43.529998779296875,4172.9501953125,91.48999786376953,13.894230842590332,42.752498626708984,4120.0498046875,92.9800033569336,14.144230842590332,43.20750045776367,4165.10009765625,26922500.0,102035960.0,149886400.0,170432.0
2018-02-22,88.13384246826172,13.53696346282959,41.606849670410156,4065.58935546875,91.7300033569336,14.05769157409668,43.125,4099.89990234375,92.7300033569336,14.490385055541992,43.48749923706055,4131.5498046875,91.36000061035156,13.93269157409668,42.9275016784668,4072.199951171875,92.05000305175781,13.97115421295166,42.95000076293945,4131.5498046875,24392800.0,81637088.0,123967600.0,196243.0
2018-02-23,90.37249755859375,13.527627944946289,42.33045196533203,4081.951171875,94.05999755859375,13.93269157409668,43.875,4116.39990234375,94.06999969482422,14.105769157409668,43.912498474121094,4134.25,92.36000061035156,13.93269157409668,43.3849983215332,4063.550048828125,93.5999984741211,13.97115421295166,43.41749954223633,4119.7998046875,26329200.0,55029104.0,135249600.0,136480.0
2018-02-26,91.67916870117188,13.677000999450684,43.16740417480469,4106.14697265625,95.41999816894531,14.086538314819336,44.74250030517578,4140.7998046875,95.44999694824219,14.115385055541992,44.84749984741211,4149.0,94.25,13.413461685180664,44.0525016784668,4120.0,94.4000015258789,13.836538314819336,44.087501525878906,4120.0,30199800.0,151029424.0,152648800.0,129762.0
2018-02-27,90.50700378417969,13.536964416503906,43.02751541137695,4141.15185546875,94.19999694824219,13.94230842590332,44.59749984741211,4176.10009765625,95.83999633789062,14.59615421295166,45.119998931884766,4185.2001953125,94.19999694824219,13.94230842590332,44.540000915527344,4139.7998046875,95.73999786376953,14.105769157409668,44.775001525878906,4148.0,25869100.0,96744960.0,155712400.0,179366.0
2018-02-28,90.0938720703125,13.172868728637695,42.962379455566406,4120.8232421875,93.7699966430664,13.56730842590332,44.529998779296875,4155.60009765625,95.70999908447266,14.05769157409668,45.154998779296875,4193.9501953125,93.62999725341797,13.548076629638672,44.51250076293945,4125.0,94.83999633789062,14.038461685180664,44.814998626708984,4125.0,31167300.0,92158664.0,151128400.0,160018.0
2018-03-01,89.2099380493164,13.088844299316406,42.20984649658203,4118.54248046875,92.8499984741211,13.480769157409668,43.75,4153.2998046875,94.56999969482422,13.711538314819336,44.94499969482422,4180.0,91.83999633789062,13.413461685180664,43.165000915527344,4131.2998046875,93.98999786376953,13.615385055541992,44.6349983215332,4155.64990234375,37135600.0,95550728.0,195208000.0,198915.0
2018-03-02,89.402099609375,13.182202339172363,42.5016975402832,,93.05000305175781,13.576923370361328,44.0525016784668,,93.1500015258789,13.69230842590332,44.07500076293945,,90.86000061035156,13.43269157409668,43.11249923706055,,91.58000183105469,13.451923370361328,43.20000076293945,,32830400.0,77614784.0,153816000.0,
2018-03-05,89.9689712524414,13.46227741241455,42.648826599121094,4061.127197265625,93.63999938964844,13.865385055541992,44.20500183105469,4095.39990234375,94.2699966430664,14.086538314819336,44.435001373291016,4134.39990234375,92.26000213623047,13.576923370361328,43.630001068115234,4075.449951171875,92.33999633789062,13.634614944458008,43.8025016784668,4116.2001953125,23901600.0,90947480.0,113605600.0,124424.0
2018-03-06,89.66150665283203,13.6676664352417,42.61265563964844,4115.56787109375,93.31999969482422,14.076923370361328,44.16749954223633,4150.2998046875,94.48999786376953,14.105769157409668,44.5625,4174.64990234375,92.94000244140625,13.951923370361328,44.032501220703125,4102.7001953125,94.33999633789062,14.038461685180664,44.477500915527344,4107.0,22175800.0,60431176.0,95154000.0,235296.0
2018-03-07,90.18033599853516,13.546300888061523,42.21707534790039,4079.0263671875,93.86000061035156,13.951923370361328,43.75749969482422,4113.4501953125,93.94000244140625,14.02884578704834,43.962501525878906,4170.5,92.43000030517578,13.634614944458008,43.567501068115234,4093.0,93.16000366210938,13.923076629638672,43.73500061035156,4160.0,26716100.0,86319168.0,126814000.0,188355.0
2018-03-08,90.72798919677734,13.55563735961914,42.677764892578125,4085.421875,94.43000030517578,13.961538314819336,44.23500061035156,4119.89990234375,95.0999984741211,14.076923370361328,44.279998779296875,4133.60009765625,93.7699966430664,13.855769157409668,43.76750183105469,4064.14990234375,94.2699966430664,13.94230842590332,43.869998931884766,4105.25,25887800.0,51579008.0,95096400.0,154031.0
2018-03-09,92.7552719116211,13.947742462158203,43.411014556884766,4045.707275390625,96.54000091552734,14.365385055541992,44.994998931884766,4079.85009765625,96.54000091552734,14.375,45.0,4134.5498046875,95.0,13.951923370361328,44.34749984741211,4051.949951171875,95.29000091552734,14.05769157409668,44.4900016784668,4115.0,36937300.0,66722448.0,128740800.0,135949.0
2018-03-12,92.97624969482422,14.097116470336914,43.83069610595703,4141.052734375,96.7699966430664,14.519230842590332,45.43000030517578,4176.0,97.20999908447266,14.740385055541992,45.59749984741211,4185.85009765625,96.04000091552734,14.384614944458008,45.0525016784668,4074.89990234375,96.5,14.44230842590332,45.0724983215332,4079.85009765625,26073700.0,73035664.0,128828400.0,102681.0
2018-03-13,90.70877838134766,13.471612930297852,43.40860366821289,4135.1025390625,94.41000366210938,13.875,44.99250030517578,4170.0,97.23999786376953,14.173076629638672,45.875,4209.10009765625,93.97000122070312,13.788461685180664,44.810001373291016,4141.7998046875,97.0,14.125,45.647499084472656,4143.0,35387800.0,123467136.0,126774000.0,138444.0
2018-03-14,90.17073059082031,13.322239875793457,43.03956604003906,4194.84912109375,93.8499984741211,13.72115421295166,44.61000061035156,4230.25,95.41000366210938,14.02884578704834,45.130001068115234,4244.0,93.5,13.69230842590332,44.45249938964844,4144.75,95.12000274658203,13.90384578704834,45.08000183105469,4153.10009765625,32132000.0,59349576.0,117473600.0,237294.0
2018-03-15,90.48779296875,13.406261444091797,43.0902214050293,4154.34033203125,94.18000030517578,13.80769157409668,44.662498474121094,4189.39990234375,94.58000183105469,13.990385055541992,45.060001373291016,4230.0,92.83000183105469,13.711538314819336,44.51750183105469,4156.0,93.52999877929688,13.759614944458008,44.625,4230.0,27611000.0,49321896.0,90975200.0,188385.0
2018-03-16,90.89131927490234,13.35958194732666,42.938262939453125,3992.60546875,94.5999984741211,13.759614944458008,44.505001068115234,4026.300048828125,95.37999725341797,13.865385055541992,44.779998779296875,4166.7998046875,93.91999816894531,13.634614944458008,44.404998779296875,4003.300048828125,94.68000030517578,13.788461685180664,44.662498474121094,4141.0,49081300.0,119068560.0,157618800.0,527458.0
2018-03-19,89.24835968017578,13.13552188873291,42.28219985961914,3939.156494140625,92.88999938964844,13.52884578704834,43.82500076293945,3972.39990234375,93.9000015258789,13.730769157409668,44.36750030517578,4065.5,92.11000061035156,13.461538314819336,43.415000915527344,3960.0,93.73999786376953,13.711538314819336,44.33000183105469,4059.0,33344100.0,68831568.0,133787200.0,193770.0
2018-03-20,89.47895050048828,12.73408317565918,42.267730712890625,3903.8544921875,93.12999725341797,13.115385055541992,43.810001373291016,3936.800048828125,93.7699966430664,13.56730842590332,44.20000076293945,3998.89990234375,93.0,13.09615421295166,43.73500061035156,3910.199951171875,93.05000305175781,13.55769157409668,43.810001373291016,3969.0,23075200.0,92478360.0,78597600.0,155144.0
2018-03-21,88.85444641113281,12.958144187927246,41.31017303466797,3965.732421875,92.4800033569336,13.34615421295166,42.817501068115234,3999.199951171875,94.05000305175781,13.423076629638672,43.772499084472656,4054.0,92.20999908447266,13.048076629638672,42.814998626708984,3958.449951171875,92.93000030517578,13.134614944458008,43.7599983215332,3960.0,24457100.0,67748304.0,148219600.0,205143.0
2018-03-22,86.26990509033203,12.463343620300293,40.72646713256836,3892.301513671875,89.79000091552734,12.836538314819336,42.212501525878906,3925.14990234375,91.75,13.259614944458008,43.16999816894531,4012.0,89.66000366210938,12.80769157409668,42.150001525878906,3912.60009765625,91.2699966430664,13.22115421295166,42.5,3999.0,38604700.0,74076704.0,165963200.0,180643.0
2018-03-23,83.7622299194336,12.201939582824707,39.78337860107422,3841.331787109375,87.18000030517578,12.56730842590332,41.23500061035156,3873.75,90.45999908447266,12.93269157409668,42.47999954223633,3898.949951171875,87.08000183105469,12.519230842590332,41.23500061035156,3813.10009765625,89.5,12.884614944458008,42.09749984741211,3851.0,44068900.0,87403992.0,164115200.0,249194.0
2018-03-26,90.10346984863281,12.033893585205078,41.67197036743164,3916.94384765625,93.77999877929688,12.394230842590332,43.192501068115234,3950.0,94.0,12.730769157409668,43.275001525878906,3970.0,90.4000015258789,12.240385055541992,41.61000061035156,3826.199951171875,90.61000061035156,12.72115421295166,42.01750183105469,3863.0,56396800.0,109653128.0,150164800.0,156418.0
2018-03-27,85.96244812011719,12.54736614227295,40.60345458984375,3945.3046875,89.47000122070312,12.923076629638672,42.084999084472656,3978.60009765625,95.13999938964844,13.19230842590332,43.787498474121094,3990.050048828125,88.51000213623047,12.326923370361328,41.72999954223633,3923.0,94.94000244140625,12.423076629638672,43.41999816894531,3949.5,56569000.0,161167344.0,163690400.0,106468.0
2018-03-28,85.88557434082031,12.77142333984375,40.15482711791992,3916.94384765625,89.38999938964844,13.15384578704834,41.619998931884766,3950.0,91.2300033569336,13.413461685180664,42.505001068115234,3974.89990234375,88.87000274658203,12.586538314819336,41.29750061035156,3923.0,89.81999969482422,13.0,41.8125,3974.89990234375,52501100.0,144668888.0,166674000.0,464340.0
2018-03-29,87.69187927246094,12.584708213806152,40.46839141845703,,91.2699966430664,12.961538314819336,41.94499969482422,,92.29000091552734,13.134614944458008,42.9375,,88.4000015258789,12.836538314819336,41.724998474121094,,90.18000030517578,13.05769157409668,41.95249938964844,,45867500.0,77494872.0,153594000.0,
2018-04-02,85.04969024658203,12.24862003326416,40.20307159423828,3945.20556640625,88.5199966430664,12.615385055541992,41.66999816894531,3978.5,90.87999725341797,13.019230842590332,42.23500061035156,4123.0,87.51000213623047,12.461538314819336,41.11750030517578,3923.050048828125,90.47000122070312,12.93269157409668,41.65999984741211,4123.0,48515400.0,74970480.0,150347200.0,303869.0
2018-04-03,86.19303131103516,12.257955551147461,40.61552047729492,3918.1337890625,89.70999908447266,12.625,42.09749984741211,3951.199951171875,90.05000305175781,12.634614944458008,42.1875,3991.60009765625,87.88999938964844,12.30769157409668,41.220001220703125,3914.5,89.58000183105469,12.615385055541992,41.90999984741211,3967.0,37213800.0,62176504.0,121112000.0,240321.0
2018-04-04,88.7103271484375,12.397993087768555,41.39217758178711,3848.81884765625,92.33000183105469,12.769230842590332,42.90250015258789,3881.300048828125,92.76000213623047,12.788461685180664,43.002498626708984,3974.949951171875,87.7300033569336,12.298076629638672,41.192501068115234,3872.60009765625,87.8499984741211,12.326923370361328,41.220001220703125,3952.0,35560000.0,59459296.0,138422000.0,177225.0
2018-04-05,88.75836181640625,12.538030624389648,41.679203033447266,3933.405029296875,92.37999725341797,12.913461685180664,43.20000076293945,3966.60009765625,93.06999969482422,13.038461685180664,43.557498931884766,3979.85009765625,91.4000015258789,12.663461685180664,43.02000045776367,3915.0,92.44000244140625,12.77884578704834,43.14500045776367,3935.0,29771900.0,55667248.0,107732800.0,124669.0
2018-04-06,86.69264221191406,12.19260311126709,40.61310577392578,3916.4482421875,90.2300033569336,12.55769157409668,42.095001220703125,3949.5,92.45999908447266,12.951923370361328,43.119998931884766,3989.14990234375,89.4800033569336,12.43269157409668,42.04999923706055,3920.050048828125,91.48999786376953,12.80769157409668,42.74250030517578,3950.0,38026000.0,66004536.0,140021200.0,214201.0
2018-04-09,87.21147918701172,11.977879524230957,41.015907287597656,3885.41015625,90.7699966430664,12.336538314819336,42.51250076293945,3918.199951171875,93.16999816894531,12.65384578704834,43.272499084472656,3974.949951171875,90.62000274658203,12.326923370361328,42.462501525878906,3901.449951171875,91.04000091552734,12.59615421295166,42.470001220703125,3956.10009765625,31533900.0,71065904.0,116070800.0,107499.0
2018-04-10,89.23875427246094,12.18326473236084,41.787750244140625,3898.30126953125,92.87999725341797,12.548076629638672,43.3125,3931.199951171875,93.27999877929688,12.634614944458008,43.5,3947.85009765625,91.63999938964844,12.451923370361328,42.88249969482422,3908.050048828125,92.38999938964844,12.509614944458008,43.25,3944.800048828125,26812000.0,59724808.0,113634400.0,115836.0
2018-04-11,88.25874328613281,12.108582496643066,41.592369079589844,3891.80615234375,91.86000061035156,12.47115421295166,43.11000061035156,3924.64990234375,93.29000091552734,12.576923370361328,43.47999954223633,3936.949951171875,91.4800033569336,12.355769157409668,42.92499923706055,3890.0,92.01000213623047,12.413461685180664,43.057498931884766,3921.0,24872100.0,52228800.0,89726400.0,139653.0
2018-04-12,89.91131591796875,12.304635047912598,42.00241470336914,3839.894287109375,93.58000183105469,12.673076629638672,43.53499984741211,3872.300048828125,94.16000366210938,12.740385055541992,43.75,3900.0,92.43000030517578,12.47115421295166,43.2599983215332,3865.0,92.43000030517578,12.52884578704834,43.352500915527344,3885.050048828125,26758900.0,66176448.0,91557200.0,218223.0
2018-04-13,89.43092346191406,12.594045639038086,42.14472198486328,3846.488525390625,93.08000183105469,12.97115421295166,43.682498931884766,3878.949951171875,94.18000030517578,13.15384578704834,43.959999084472656,3905.699951171875,92.44000244140625,12.84615421295166,43.462501525878906,3862.5,94.05000305175781,12.894230842590332,43.69499969482422,3884.800048828125,23346100.0,74015240.0,100497200.0,304761.0
2018-04-16,90.47817993164062,12.444672584533691,42.40762710571289,3884.219970703125,94.16999816894531,12.81730842590332,43.95500183105469,3917.0,94.66000366210938,13.05769157409668,44.04750061035156,3924.050048828125,93.41999816894531,12.72115421295166,43.70750045776367,3865.14990234375,94.06999969482422,12.980769157409668,43.75749969482422,3865.14990234375,20288100.0,60610160.0,86313600.0,180569.0
2018-04-17,92.3036880493164,12.874117851257324,42.9913215637207,3884.46826171875,96.06999969482422,13.259614944458008,44.560001373291016,3917.25,96.54000091552734,13.336538314819336,44.73500061035156,3945.0,94.87999725341797,12.84615421295166,44.102500915527344,3902.550048828125,95.0,12.865385055541992,44.122501373291016,3920.0,26771000.0,75014264.0,106421600.0,103447.0
